ID,Район,Улица,Комнаты,Площадь,Этаж,Серия,Цена за м2,Цена,Ссылка
tr_57228680,Торнякалнс,Елгава 63,-,94,3/5,Нов.,1648 €,"155,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/tornjakalns/ddbnx.html
tr_57317588,Кенгарагс,Икшкилес 16,2,45,5/5,Хрущ.,1600 €,"72,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/nmibh.html
tr_57322436,Плявниеки,Ясмуйжас 18/1,3,75,1/9,Нов.,1846 €,"138,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/cphhh.html
tr_57322418,Тейка,Берзпилс 75,1,12,1/2,Нов.,1291 €,"15,500€",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/dfegg.html
tr_57322373,Плявниеки,Илукстес 95,4,97,5/9,119-я,979 €,"95,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/gecfx.html
tr_57322354,Межциемс,Лидума 8,2,40,3/5,Лит. пр.,1548 €,"61,950€",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/dmdxh.html
tr_57322347,Иманта,Дубулту 19,2,38,5/5,Лит. пр.,1048 €,"39,850  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/aomhi.html
tr_54748923,Вецрига,Вальню 21,4,133,7/7,Дов. дом,4398 €,"585,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecriga/djbch.html
tr_56895019,центр,Меркеля 2,3,53,2/6,Рекон.,3586 €,"190,080  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcbchb.html
tr_57270546,центр,Гертрудес 30,5,142,3/6,Дов. дом,1654 €,"235,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aadjl.html
tr_57070609,Тейка,Бривибас 281,5,112,5/6,Спец. пр.,1473 €,"165,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/blboc.html
tr_57181009,Гризинькалнс,Чака 133,1,34,4/6,Дов. дом,1213 €,"41,260  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/grizinkalns/cdokph.html
tr_54587440,центр,Асара 15,1,39,5/5,Дов. дом,1923 €,"75,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ckfdm.html
tr_57322154,Межапарк,Кишезера 19,3,78,7/7,Нов.,2435 €,"190,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhapark/bfeeho.html
tr_57322247,центр,Садовникова 39,2,43,5/7,Рекон.,2179 €,"93,720  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/behdii.html
tr_56825224,р-он ул. Латгалес,Католю 9,1,30,4/5,Дов. дом,883 €,"26,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/maskavas-priekshpilseta/cdxfne.html
tr_57289538,Плявниеки,Улброкас 11,3,63,3/9,602-я,1459 €,"91,950€",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/ahbjb.html
tr_57036359,Кенгарагс,Булту 8,2,49,2/5,Лит. пр.,928 €,"45,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/gbkji.html
tr_56998895,центр,Матиса 85,4,96,5/5,Дов. дом,1406 €,"135,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dpbop.html
tr_57322097,центр,Дзирнаву 151,2,54,5/5,Дов. дом,2037 €,"110,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aofph.html
tr_57320417,Саркандаугава,Виестура пр. 7,2,42,3/3,Хрущ.,1428 €,"60,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/afnln.html
tr_56725507,Плявниеки,Ясмуйжас 6,3,65,9/9,602-я,1130 €,"73,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/dllkj.html
tr_56611053,Пурвциемс,Дзелзавас 74C,2,47,2/13,Нов.,2544 €,"119,600  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/bfdilf.html
tr_56894205,Тейка,Бривибас 281,5,112,5/5,Спец. пр.,1473 €,"165,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/ajnog.html
tr_57054879,центр,Марияс 16,3,69,4/7,Рекон.,2202 €,"152,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/behofp.html
tr_57288324,Иманта,Анниньмуйжас 41,4,96,7/24,Нов.,2489 €,"239,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/ceoec.html
tr_57269292,Золитуде,Золитудес 46,1,49,1/3,Нов.,1959 €,"96,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/ckbbc.html
tr_57008533,центр,Барона 51,3,53,4/4,Дов. дом,2120 €,"112,400  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ebdxi.html
tr_57316661,Кенгарагс,Икшкилес 11,2,49,3/5,Лит. пр.,1000 €,"49,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/bbjlee.html
tr_57321841,Агенскалнс,Елгава 88a,2,62,1/2,Рекон.,1554 €,"96,390  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/blibe.html
tr_56915559,центр,Бирзниека-Упиша 20A,1,28,3/7,Нов.,3892 €,"109,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/doekh.html
tr_56851808,центр,Бирзниека-Упиша 20a,1,22,6/7,Нов.,3863 €,"85,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bekhpp.html
tr_57321747,Пурвциемс,Илукстес 54,2,44,3/5,М. сем.,909 €,"40,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/cihnd.html
tr_56699672,Саркандаугава,Загеру 6,1,31,2/4,Дов. дом,503 €,"15,600  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/sarkandaugava/fpbgo.html
tr_56539914,Агенскалнс,М. Нометню 75,3,59,2/4,Дов. дом,1711 €,"101,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bjbbbg.html
tr_56445542,Агенскалнс,О. Вациеша 8,3,63,3/3,Нов.,3014 €,"189,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bedkjx.html
tr_55301925,Межапарк,Кишезера 10,3,63,3/9,Нов.,2982 €,"187,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhapark/beghjh.html
tr_57242032,Шампетерис-Плескодале,М. Нометню 95,1,30,1/3,Спец. пр.,1083 €,"32,500€",https://www.ss.lv/msg/ru/real-estate/flats/riga/shampeteris-pleskodale/bhgfj.html
tr_57321670,центр,Валдемара 79/81,1,204,6/6,Сталинка,343 €,"70,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/alheo.html
tr_56490468,центр,Бривибас 114,4,93,5/6,Дов. дом,1258 €,"117,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/beibdc.html
tr_57053550,центр,Рупниецибас 48,3,71,2/3,Нов.,3521 €,"250,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcjfob.html
tr_56070835,центр,Дзирнаву 55,5,135,2/4,Дов. дом,2000 €,"270,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/gjodj.html
tr_57321606,Кенгарагс,Булту 2,3,65,1/5,Нов.,2061 €,"134,000€",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/hpkeg.html
tr_57321601,Чиекуркалнс,Чиекуркална 1 п. л. 4,1,23,1/2,Рекон.,826 €,"19,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/chiekurkalns/hijol.html
tr_57086012,центр,Гертрудес 84,3,79,3/6,Дов. дом,1892 €,"149,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bdkmi.html
tr_57321570,Иманта,Зентенес 22,2,49,9/9,602-я,948 €,"46,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/amfdb.html
tr_57234505,Биерини,Лиепаяс 37c,3,65,2/4,Нов.,2593 €,"168,600  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/bierini/becljb.html
tr_57236633,Брекши,Печоритес 19,4,82,1/2,Нов.,2073 €,"170,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/breksi/ccxelb.html
tr_57068599,центр,Чака 133A,1,35,6/6,Дов. дом,1146 €,"40,118  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bffgln.html
tr_54369930,Тейка,Бривибас 201,2,57,3/5,Нов.,2138 €,"121,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/kmkep.html
tr_55025889,Тейка,Бривибас 201,2,57,3/5,Нов.,2577 €,"146,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/bfdmck.html
tr_54358077,Тейка,Бривибас 201,2,53,3/5,Нов.,2037 €,"108,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/dofdx.html
tr_54357042,Тейка,Бривибас 201,2,37,3/5,Нов.,2837 €,"105,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/kpbxj.html
tr_56466700,Тейка,Бривибас 201,2,56,3/5,Нов.,2587 €,"144,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/bbnpdo.html
tr_57321463,Агенскалнс,Ауцес 1a,3,54,1/4,Хрущ.,2129 €,"115,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/aeedx.html
tr_57321408,центр,Сколас 34,3,70,4/6,Спец. пр.,2000 €,"140,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/adnle.html
tr_57321402,р-он ул. Латгалес,Даугавпилс 48,1,35,1/5,Дов. дом,1425 €,"49,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/maskavas-priekshpilseta/mgkod.html
tr_57106072,центр,Чака 133,2,54,2/6,Дов. дом,1572 €,"84,902  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcjfxd.html
tr_57234489,Межциемс,Кайвас 48b,2,44,2/6,Нов.,2593 €,"114,100  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/gjebf.html
tr_57234494,Межциемс,Кайвас 48b,3,60,5/6,Нов.,2633 €,"158,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/ikejd.html
tr_57321198,Дарзциемс,Румбулас 16,2,54,1/5,Спец. пр.,1055 €,"57,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/cpdne.html
tr_57234500,Межциемс,Кайвас 48a,4,85,1/6,Нов.,2301 €,"195,600  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/ebkkh.html
tr_57321014,Ильгюциемс,Буллю 31,3,55,5/5,Лит. пр.,1141 €,"62,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/eokjo.html
tr_57062788,Шампетерис-Плескодале,Калнциема 114,3,65,1/5,103-я,1692 €,"110,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/shampeteris-pleskodale/exfik.html
tr_56465230,Чиекуркалнс,Гауяс 37,2,29,1/3,Дов. дом,827 €,"24,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/chiekurkalns/hikbg.html
tr_57059303,Агенскалнс,Калнциема 114,3,65,1/5,103-я,1692 €,"110,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/beindi.html
tr_57012120,центр,Бирзниека-Упиша 5/7,2,59,2/2,Дов. дом,2033 €,"120,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/anixl.html
tr_57039010,Вецмилгравис,Эммас 7A,2,52,5/5,Спец. пр.,807 €,"42,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/vecmilgravis/dlgpc.html
tr_56815594,Пурвциемс,Деглава 59,2,60,1/6,119-я,1083 €,"65,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/oobjl.html
tr_56990172,Ильгюциемс,Твайконю 3,2,40,3/3,Хрущ.,700 €,"28,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/elmnl.html
tr_57121343,центр,Тербатас 59/61,2,53,5/6,Рекон.,2773 €,"147,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/biick.html
tr_57074767,центр,Бривибас 39A,2,62,5/6,Рекон.,2096 €,"130,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/fhknx.html
tr_57107093,центр,Миера 75,4,83,3/7,Нов.,3131 €,"259,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcoibn.html
tr_57107023,центр,Миера 75,2,56,1/7,Нов.,2855 €,"159,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/beoxcc.html
tr_57107164,центр,Миера 75,3,77,2/7,Нов.,3115 €,"239,900  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bdpngp.html
tr_57150926,центр,Дзирнаву 66,1,41,6/6,Дов. дом,1658 €,"68,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/aajgf.html
tr_55781251,Тейка,Земгала 60,2,60,1/3,Дов. дом,1533 €,"92,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/teika/bcjnbk.html
tr_57321068,центр,Ганибу Д. 15A,1,41,3/5,Дов. дом,1707 €,"70,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/cbjhh.html
tr_57068714,Агенскалнс,Баложу 28,3,69,1/3,Дов. дом,2200 €,"151,800  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/belgmj.html
tr_51668321,центр,Марияс 14C,2,29,3/5,Рекон.,2635 €,"76,440  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bfmdd.html
tr_57231233,центр,Аусекля 4,3,80,4/7,Нов.,3062 €,"245,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bcihep.html
tr_56888383,центр,Аусекля 4,3,79,5/7,Нов.,3164 €,"250,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/beckem.html
tr_56974158,Межциемс,Кайвас 33,3,84,3/3,Нов.,2059 €,"173,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/empfd.html
tr_57321031,Кенгарагс,Латгалес 256 k7,1,32,3/5,Лит. пр.,1218 €,"39,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/dmfkn.html
tr_56572843,Ильгюциемс,Буллю 20,1,30,1/2,Дов. дом,733 €,"22,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/ilguciems/amnml.html
tr_57228176,центр,Экспорта 2,3,73,1/5,Сталинка,2260 €,"165,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/alogl.html
tr_56998111,центр,Лабораторияс 3,4,75,2/5,Рекон.,2653 €,"199,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/dceon.html
tr_57320934,Югла,Силциема 7,2,45,4/5,Хрущ.,1188 €,"53,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/yugla/cjxgj.html
tr_57294842,Мангали,Эзера 17,2,39,1/2,Дов. дом,1333 €,"52,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mangali/gokgk.html
tr_57311694,центр,Бривибас 114,4,92,6/6,Дов. дом,1250 €,"115,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/fepji.html
tr_56738179,центр,Тербатас 20,2,52,5/6,Рекон.,2984 €,"155,200  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/boeeo.html
tr_57320896,Агенскалнс,Вентспилс 65A,2,37,1/3,Рекон.,1608 €,"59,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/ahdpm.html
tr_56330688,Кенгарагс,Кенгарага 8c,2,47,5/5,Нов.,2446 €,"115,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/fjxdk.html
tr_57021974,Дарзциемс,Лубанас 56a,3,63,6/9,602-я,1317 €,"83,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/darzciems/fpokm.html
tr_57237605,Плявниеки,Лубанас 56a,3,63,6/9,602-я,1317 €,"83,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/ahfpe.html
tr_57293633,Плявниеки,Илукстес 8,2,52,6/9,602-я,1250 €,"65,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/plyavnieki/ahjnd.html
tr_57129805,Иманта,Юрмалас Г. 74a,4,84,3/3,Нов.,3333 €,"280,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/bcenk.html
tr_57314066,центр,Варну 16,2,55,4/5,103-я,1218 €,"67,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/exnkh.html
tr_57232851,Пурвциемс,Бранткална 7,1,44,10/12,104-я,1036 €,"45,600  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/bheke.html
tr_57144097,Агенскалнс,Кулдигас 32,2,52,2/5,Дов. дом,2057 €,"107,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/bxlmkb.html
tr_57148473,Гризинькалнс,Звайгжню 21,1,23,5/6,Рекон.,2379 €,"54,720  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/grizinkalns/cgibdg.html
tr_57320655,Иманта,М. Круму 9,3,62,7/9,602-я,1286 €,"79,750€",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/dedhk.html
tr_57097149,Золитуде,Аугшземес 5,3,100,1/4,Нов.,2000 €,"200,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/zolitude/agiho.html
tr_56870526,Пурвциемс,Варавикснес Г. 11,2,51,4/5,Лит. пр.,911 €,"46,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/purvciems/oogxl.html
tr_57320050,центр,М. Пиена 10,2,48,4/4,Дов. дом,1416 €,"68,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/acmem.html
tr_57320559,центр,Марияс 14c,3,59,2/5,Рекон.,2384 €,"140,710  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/bomnl.html
tr_57161892,Дрейлини,Каивас 1,2,46,3/5,Нов.,2467 €,"113,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/dreilini/fjpfg.html
tr_57320439,Кенгарагс,Икшкилес 7,3,67,2/5,Лит. пр.,970 €,"65,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kengarags/fdjmg.html
tr_57320419,центр,Матиса 101,2,45,1/5,Рекон.,2088 €,"94,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/gclep.html
tr_56442875,Межциемс,Кайвас 50/3,3,54,5/5,Нов.,1735 €,"93,700  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhciems/hpfke.html
tr_57320356,Иманта,Клеисту X,2,73,3/6,Нов.,1904 €,"139,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/imanta/ahgdm.html
tr_57320312,Агенскалнс,Кристапа 22,2,43,5/5,Хрущ.,1625 €,"69,900€",https://www.ss.lv/msg/ru/real-estate/flats/riga/agenskalns/aomxx.html
tr_56033717,центр,Лабораторияс 3,1,45,1/5,Рекон.,1977 €,"89,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/centre/ehjnb.html
tr_57314379,Межапарк,Бременес 1A,4,179,2/4,Нов.,4909 €,"878,841  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhapark/beehdp.html
tr_57320269,Клейсти,Ратсупитес 3,2,73,3/6,Нов.,1904 €,"139,000  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/kleisti/cxlphf.html
tr_57320265,Шампетерис-Плескодале,Засулаука 13,3,67,3/5,Нов.,2529 €,"169,500  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/shampeteris-pleskodale/amfgl.html
tr_57314512,Межапарк,Бременес 1A,2,63,2/3,Нов.,3402 €,"214,388  €",https://www.ss.lv/msg/ru/real-estate/flats/riga/mezhapark/beckcf.html
